Baseline,15,1,15,NULL,NULL,"/*======================================================================   diagnostics/baseline_metrics.sql   Purpose : Snapshot key performance metrics for before/after comparison             Run ",2025-07-24 01:14:54.980
Baseline,0,1,0,NULL,NULL,"/*======================================================================   diagnostics/baseline_metrics.sql   Purpose : Snapshot key performance metrics for before/after comparison             Run ",2025-07-24 01:14:54.980
Baseline,0,1,0,NULL,NULL,"/*======================================================================   diagnostics/baseline_metrics.sql   Purpose : Snapshot key performance metrics for before/after comparison             Run ",2025-07-24 01:14:54.980
